Member_number,Date,itemDescription
4376,01/08/14,pork
2578,30/01/14,frozen fish
4089,15/03/14,ice cream
4674,18/02/14,seasonal products
3639,05/01/14,sweet spreads
4160,05/09/14,chocolate
2766,01/12/14,pork
1754,07/06/14,pastry
3550,06/12/14,salty snack
1736,30/09/14,whole milk
1315,11/12/14,tropical fruit
3633,12/10/14,soda
3425,15/12/14,tropical fruit
2697,07/07/14,coffee
3659,12/11/14,pork
1466,16/05/14,chocolate
4440,12/02/14,other vegetables
1280,17/04/14,spices
4375,30/10/14,female sanitary products
3208,10/12/14,root vegetables
4305,02/09/14,tropical fruit
2525,04/03/14,turkey
1498,23/08/14,long life bakery product
4108,27/08/14,specialty chocolate
3249,02/04/14,dessert
2131,11/07/14,yogurt
4886,21/08/14,dessert
1023,22/05/14,male cosmetics
2875,30/04/14,brown bread
3407,16/12/14,coffee
1632,29/05/14,root vegetables
2668,01/12/14,whole milk
3745,25/05/14,specialty cheese
1712,12/04/14,cream cheese 
4009,21/12/14,butter
4522,04/10/14,canned beer
4852,24/01/14,condensed milk
3862,26/12/14,bottled water
3538,28/11/14,yogurt
3821,14/12/14,tropical fruit
1889,20/06/14,ketchup
3963,01/06/14,candy
1478,07/07/14,chicken
2788,17/04/14,dessert
3822,23/12/14,yogurt
1728,18/10/14,root vegetables
3016,23/05/14,other vegetables
2018,13/04/14,frozen potato products
3139,23/01/14,citrus fruit
2823,07/08/14,pastry
1820,23/01/14,root vegetables
1596,10/09/14,pot plants
3333,12/05/14,yogurt
2408,02/08/14,beverages
1303,27/09/14,pip fruit
2835,11/08/14,root vegetables
1921,17/08/14,tropical fruit
3313,23/11/14,whole milk
2772,04/04/14,pet care
1929,03/02/14,pasta
3066,17/10/14,fruit/vegetable juice
4176,25/09/14,whole milk
1544,18/03/14,tropical fruit
3479,07/06/14,turkey
2321,06/02/14,pip fruit
2076,14/01/14,softener
3761,25/12/14,whole milk
2229,07/10/14,pip fruit
3612,12/03/14,margarine
4842,25/03/14,yogurt
2725,05/01/14,whole milk
1917,26/01/14,sausage
2276,29/11/14,tropical fruit
3964,30/01/14,root vegetables
4469,13/09/14,pork
1307,29/08/14,whole milk
3343,11/02/14,berries
1903,15/08/14,whole milk
3354,11/12/14,berries
2580,03/04/14,whipped/sour cream
2685,11/02/14,citrus fruit
1761,18/10/14,whole milk
3475,01/09/14,whole milk
2758,07/12/14,rolls/buns
1450,08/12/14,specialty bar
2832,07/07/14,whole milk
2709,18/05/14,other vegetables
1820,11/01/14,citrus fruit
2186,19/06/14,bottled water
2341,23/03/14,roll products 
3386,10/05/14,root vegetables
2160,07/11/14,whole milk
2754,20/11/14,soda
3280,07/06/14,beef
2578,07/11/14,other vegetables
1822,04/03/14,onions
3644,16/04/14,yogurt
4144,08/01/14,whole milk
4464,23/01/14,rolls/buns
1530,11/10/14,long life bakery product
2730,17/03/14,rolls/buns
4983,14/07/14,other vegetables
2847,13/06/14,ham
4941,13/08/14,meat
3842,03/03/14,frozen vegetables
3005,26/07/14,beverages
2218,25/12/14,whole milk
1797,14/11/14,root vegetables
1870,17/06/14,citrus fruit
2107,24/02/14,other vegetables
1211,09/11/14,butter
3397,07/10/14,bottled beer
4260,01/01/14,soda
4416,30/07/14,brown bread
4094,22/01/14,onions
2813,20/12/14,other vegetables
2001,14/11/14,beef
3631,12/09/14,root vegetables
4922,21/04/14,bottled water
1102,14/02/14,root vegetables
4274,24/02/14,beef
1022,25/03/14,whole milk
4433,16/02/14,whole milk
4567,31/05/14,bottled water
3793,26/05/14,whole milk
4448,11/06/14,citrus fruit
3491,19/06/14,tropical fruit
1684,17/02/14,white wine
3250,19/10/14,soda
3306,05/02/14,root vegetables
3923,19/12/14,root vegetables
1099,18/07/14,pip fruit
1005,09/01/14,rolls/buns
2593,13/04/14,newspapers
1657,04/03/14,frozen potato products
4059,13/06/14,UHT-milk
2094,02/03/14,whole milk
1124,23/08/14,yogurt
2967,23/01/14,canned beer
4685,16/07/14,hamburger meat
3254,02/03/14,whole milk
2151,15/08/14,berries
2950,17/10/14,whole milk
2497,06/08/14,sausage
3034,14/12/14,beef
1269,14/04/14,rolls/buns
3127,03/12/14,whipped/sour cream
3614,06/01/14,other vegetables
1233,28/08/14,other vegetables
3063,13/12/14,canned beer
3410,22/02/14,packaged fruit/vegetables
2070,20/12/14,pot plants
1975,09/01/14,rolls/buns
3912,08/12/14,yogurt
1544,24/04/14,root vegetables
1508,28/09/14,rolls/buns
3342,06/09/14,specialty fat
2964,22/09/14,tropical fruit
1752,23/11/14,newspapers
4908,08/05/14,tropical fruit
2559,31/07/14,pork
3926,10/02/14,onions
2975,27/03/14,root vegetables
3443,26/09/14,sausage
4712,07/09/14,pip fruit
2041,09/05/14,margarine
4718,08/03/14,citrus fruit
3584,18/11/14,hamburger meat
4691,08/05/14,whole milk
4226,08/09/14,butter
3221,30/01/14,salty snack
3874,19/07/14,bottled beer
1866,09/02/14,roll products 
3139,26/06/14,other vegetables
4131,02/07/14,onions
2961,31/07/14,onions
3651,09/09/14,spread cheese
4137,25/06/14,hamburger meat
4997,05/01/14,whole milk
3348,30/03/14,other vegetables
4700,19/10/14,other vegetables
3190,26/08/14,butter milk
4772,02/06/14,whole milk
2070,29/03/14,pip fruit
2512,19/12/14,other vegetables
3783,07/11/14,other vegetables
3681,09/06/14,margarine
1620,27/02/14,bottled water
1580,19/05/14,citrus fruit
4268,12/07/14,cream cheese 
1770,01/07/14,butter
1077,17/07/14,pastry
2310,22/04/14,whole milk
1879,08/11/14,yogurt
2293,30/07/14,cereals
3324,07/05/14,ice cream
2149,16/08/14,hamburger meat
4380,12/08/14,liquor
3268,23/01/14,citrus fruit
2562,13/07/14,other vegetables
4092,19/06/14,berries
1486,02/12/14,soda
2538,15/10/14,whipped/sour cream
1254,03/03/14,ham
2716,09/06/14,curd
4101,27/11/14,rolls/buns
4259,20/12/14,domestic eggs
2252,08/08/14,bottled beer
4705,18/02/14,hard cheese
3882,15/08/14,dessert
1919,06/12/14,soft cheese
3915,09/08/14,ham
1115,31/07/14,turkey
1260,04/10/14,pip fruit
3107,13/12/14,meat
4196,03/02/14,flower (seeds)
3303,10/01/14,dessert
1575,20/09/14,misc. beverages
3390,02/12/14,whole milk
3487,22/05/14,whipped/sour cream
4373,16/05/14,nut snack
3348,29/10/14,newspapers
2030,29/01/14,soap
2836,04/10/14,whole milk
3364,14/07/14,chocolate
3366,28/05/14,chewing gum
3929,10/01/14,semi-finished bread
1017,21/02/14,other vegetables
1456,12/08/14,packaged fruit/vegetables
3344,21/01/14,canned beer
4649,06/01/14,other vegetables
4566,31/10/14,misc. beverages
1922,07/01/14,yogurt
3090,19/03/14,processed cheese
3383,13/11/14,other vegetables
3284,27/01/14,dishes
3905,03/02/14,ice cream
3768,31/07/14,beef
3464,30/06/14,margarine
2742,07/07/14,other vegetables
2019,10/06/14,citrus fruit
3131,03/12/14,yogurt
3502,15/06/14,UHT-milk
3077,01/04/14,root vegetables
1298,26/07/14,pastry
2740,16/06/14,meat
2933,01/08/14,soda
4650,12/07/14,rolls/buns
3622,28/09/14,pip fruit
4526,17/12/14,soda
4467,11/12/14,meat
1302,22/11/14,root vegetables
2322,15/02/14,pip fruit
2212,08/06/14,butter
1905,31/01/14,seasonal products
3413,27/10/14,beverages
3437,07/11/14,beef
2758,26/05/14,UHT-milk
3942,18/04/14,soda
2479,09/03/14,canned beer
4773,16/12/14,curd
4480,12/06/14,misc. beverages
2562,17/05/14,oil
2069,12/11/14,canned fish
4646,11/12/14,candy
4960,28/10/14,hamburger meat
2278,15/03/14,whipped/sour cream
1154,15/05/14,female sanitary products
4536,11/05/14,citrus fruit
2982,22/10/14,tropical fruit
3098,29/05/14,citrus fruit
1523,20/03/14,bottled beer
1796,15/11/14,whole milk
2086,02/12/14,bottled water
1770,15/05/14,specialty bar
2801,17/06/14,whole milk
3848,16/01/14,root vegetables
1682,18/01/14,other vegetables
1793,30/09/14,pip fruit
4831,29/07/14,misc. beverages
3451,08/06/14,semi-finished bread
1791,02/10/14,pastry
1352,03/03/14,tropical fruit
3003,22/04/14,seasonal products
2067,03/07/14,canned beer
2042,19/12/14,curd
2303,30/07/14,packaged fruit/vegetables
1768,22/07/14,flower soil/fertilizer
2139,02/03/14,other vegetables
1917,09/10/14,pastry
1418,21/06/14,soda
2134,17/01/14,soda
3354,14/05/14,sparkling wine
4109,05/12/14,frozen vegetables
1377,11/12/14,yogurt
4360,27/09/14,chocolate
2590,27/08/14,tropical fruit
2358,08/08/14,UHT-milk
2191,22/10/14,dessert
2719,18/12/14,grapes
1908,29/10/14,oil
1410,11/02/14,bottled water
2815,05/08/14,waffles
3304,15/11/14,bottled beer
1608,14/01/14,fruit/vegetable juice
1427,04/02/14,whole milk
1709,22/08/14,white bread
1342,20/08/14,dessert
3593,11/03/14,softener
1057,08/06/14,tropical fruit
2288,16/10/14,other vegetables
1922,07/11/14,pastry
3166,22/06/14,bottled water
3733,23/05/14,white bread
1837,27/02/14,pip fruit
2619,24/12/14,other vegetables
1657,29/04/14,frozen meals
3919,08/02/14,canned beer
2354,20/08/14,soda
4018,23/11/14,soda
4968,05/11/14,margarine
1050,15/02/14,waffles
1540,27/11/14,yogurt
1101,25/12/14,brown bread
4354,30/07/14,soda
2038,23/07/14,pip fruit
2853,26/10/14,other vegetables
4830,04/01/14,soda
4434,29/11/14,tropical fruit
2400,08/03/14,napkins
3918,20/03/14,brown bread
1062,26/01/14,whole milk
1866,14/08/14,butter
3389,20/07/14,ice cream
3082,21/05/14,whole milk
4363,30/05/14,hygiene articles
1941,29/01/14,whole milk
3932,07/05/14,coffee
3787,02/03/14,pip fruit
2196,28/06/14,beef
1587,01/09/14,hygiene articles
4066,01/11/14,fruit/vegetable juice
2733,05/05/14,whole milk
4656,19/06/14,condensed milk
3107,12/12/14,citrus fruit
1171,01/03/14,soda
3321,19/04/14,frozen fish
3908,27/04/14,flour
2916,06/12/14,pickled vegetables
2334,03/02/14,yogurt
1736,10/09/14,tropical fruit
2663,13/05/14,bottled water
2689,27/08/14,canned fish
1174,29/12/14,root vegetables
3194,22/10/14,pickled vegetables
1661,29/08/14,tropical fruit
4956,20/11/14,yogurt
3668,11/08/14,citrus fruit
3816,24/10/14,rolls/buns
3077,15/05/14,pastry
2542,01/01/14,sliced cheese
1245,12/07/14,onions
3571,03/02/14,dish cleaner
1427,12/02/14,candy
3050,11/11/14,butter
2550,27/02/14,butter
3524,05/09/14,hygiene articles
4626,02/07/14,root vegetables
2178,14/04/14,chicken
1526,21/07/14,yogurt
3075,09/02/14,coffee
1381,01/01/14,curd
2361,04/01/14,light bulbs
3507,09/08/14,root vegetables
1225,03/03/14,whole milk
4745,28/03/14,soft cheese
4623,25/06/14,bottled water
2727,29/05/14,soda
4147,25/08/14,whole milk
4223,20/03/14,tropical fruit
2604,03/04/14,whole milk
2591,10/12/14,root vegetables
3662,16/02/14,white wine
3719,03/10/14,condensed milk
2535,01/04/14,sausage
2323,06/09/14,sliced cheese
2003,30/11/14,liquor
4646,30/03/14,whole milk
3277,31/10/14,whole milk
1910,20/05/14,rolls/buns
2521,22/03/14,root vegetables
4510,22/10/14,sausage
4451,23/11/14,cream cheese 
3539,09/05/14,yogurt
3206,07/07/14,root vegetables
1748,12/03/14,soda
4554,20/07/14,whole milk
4449,25/09/14,root vegetables
1932,02/08/14,citrus fruit
4228,26/06/14,other vegetables
1190,10/09/14,whipped/sour cream
1814,28/06/14,hamburger meat
1815,27/06/14,onions
4637,28/08/14,herbs
4712,14/12/14,other vegetables
4539,31/03/14,white wine
2388,19/11/14,other vegetables
2131,22/09/14,grapes
1422,26/02/14,beef
1304,07/06/14,hamburger meat
2269,26/05/14,sliced cheese
4288,20/06/14,citrus fruit
1061,23/10/14,beverages
4093,08/07/14,pip fruit
4937,30/09/14,liquor
1384,28/09/14,bottled water
3442,02/03/14,rolls/buns
1446,02/09/14,citrus fruit
3901,14/02/14,rolls/buns
1002,09/02/14,frozen vegetables
4437,04/11/14,beef
3905,11/05/14,other vegetables
2956,23/10/14,other vegetables
3090,23/01/14,other vegetables
3305,24/08/14,whole milk
2893,16/04/14,grapes
3916,22/05/14,tropical fruit
1770,23/04/14,other vegetables
1303,28/10/14,tropical fruit
2846,26/10/14,canned fish
4143,14/01/14,pastry
3166,08/11/14,dishes
2679,31/08/14,rolls/buns
3229,16/11/14,rolls/buns
4720,20/06/14,tropical fruit
3227,21/07/14,canned beer
2463,14/01/14,berries
4079,18/03/14,root vegetables
4234,10/06/14,sliced cheese
4487,29/07/14,oil
2925,25/08/14,female sanitary products
2638,06/01/14,root vegetables
3543,13/09/14,rolls/buns
2763,18/05/14,rolls/buns
1331,06/04/14,tropical fruit
4338,09/10/14,salty snack
3268,03/11/14,canned fish
3985,22/06/14,beverages
4659,22/01/14,white wine
1838,19/06/14,pip fruit
1652,19/06/14,beef
3737,03/01/14,instant coffee
1886,13/09/14,curd
4784,28/10/14,butter
4546,18/10/14,other vegetables
1471,31/07/14,yogurt
4084,19/04/14,beef
2040,10/04/14,newspapers
1797,18/01/14,other vegetables
3076,22/02/14,specialty chocolate
4975,10/02/14,artif. sweetener
3526,10/07/14,whole milk
4571,25/08/14,UHT-milk
3476,02/04/14,ice cream
4398,28/08/14,onions
3115,22/09/14,whole milk
2707,18/03/14,whole milk
1774,15/09/14,newspapers
2012,04/08/14,bottled water
4981,26/02/14,Instant food products
4427,09/01/14,turkey
3499,02/12/14,sausage
3020,08/12/14,other vegetables
2854,15/07/14,berries
3624,12/05/14,root vegetables
3909,06/09/14,red/blush wine
3517,20/07/14,spread cheese
3499,16/08/14,red/blush wine
4182,17/01/14,whole milk
2379,01/06/14,berries
2074,27/08/14,other vegetables
2790,03/03/14,semi-finished bread
4190,07/12/14,canned beer
4938,01/09/14,brown bread
4984,14/06/14,snack products
4589,09/11/14,tropical fruit
4932,21/03/14,whole milk
2751,11/03/14,rolls/buns
4663,13/03/14,coffee
1460,07/05/14,waffles
4986,06/10/14,butter milk
1310,22/11/14,newspapers
2161,04/05/14,soda
1526,18/02/14,domestic eggs
1026,18/06/14,root vegetables
1041,07/07/14,prosecco
3065,23/02/14,yogurt
3846,11/07/14,pickled vegetables
3672,30/09/14,whole milk
3971,11/11/14,bottled beer
1733,02/07/14,zwieback
4289,05/09/14,pickled vegetables
3200,07/09/14,butter
1109,19/06/14,chocolate
3224,10/06/14,root vegetables
2851,14/11/14,tropical fruit
4085,30/07/14,yogurt
1654,06/04/14,whole milk
3907,09/05/14,other vegetables
4338,21/04/14,dessert
4670,28/01/14,mustard
3905,09/06/14,rolls/buns
4443,31/01/14,other vegetables
4667,04/09/14,rolls/buns
4504,08/03/14,onions
1328,06/06/14,other vegetables
1442,28/02/14,pip fruit
4269,29/06/14,butter milk
4722,12/02/14,hamburger meat
3151,13/10/14,rolls/buns
4371,02/06/14,chocolate
2068,22/08/14,whole milk
4353,02/09/14,rolls/buns
3851,03/08/14,other vegetables
4743,15/05/14,soda
4083,15/08/14,newspapers
1125,09/12/14,rolls/buns
2293,31/05/14,pork
3365,17/10/14,meat
2341,12/09/14,Instant food products
3115,26/05/14,frozen vegetables
4044,30/06/14,coffee
1609,07/07/14,pickled vegetables
1413,14/07/14,ham
1469,28/08/14,coffee
3546,09/09/14,bottled beer
1752,13/04/14,pip fruit
2836,20/10/14,tropical fruit
1244,07/09/14,UHT-milk
4183,20/11/14,root vegetables
1492,05/11/14,butter
2255,17/07/14,curd
4525,13/11/14,whole milk
2726,17/09/14,house keeping products
1686,15/05/14,brown bread
3808,05/03/14,UHT-milk
3905,06/10/14,soda
4523,01/09/14,specialty chocolate
1770,14/09/14,rolls/buns
1609,05/03/14,whole milk
3678,21/06/14,yogurt
4341,29/03/14,rolls/buns
2758,18/05/14,frozen meals
2867,09/05/14,other vegetables
3329,28/08/14,whole milk
2966,26/11/14,pork
4345,16/07/14,citrus fruit
2960,27/10/14,whipped/sour cream
1247,08/06/14,butter
2770,29/08/14,soda
2914,09/10/14,yogurt
3802,08/06/14,specialty chocolate
2519,15/04/14,specialty bar
3933,12/07/14,waffles
4291,18/05/14,root vegetables
3998,11/08/14,yogurt
2395,04/06/14,tropical fruit
1602,17/12/14,other vegetables
1659,01/01/14,specialty chocolate
3904,24/09/14,beef
1493,22/10/14,liquor
1840,07/10/14,tropical fruit
4178,05/10/14,soda
2165,27/10/14,root vegetables
4618,11/01/14,brown bread
2093,16/02/14,whipped/sour cream
2215,21/03/14,bottled beer
4779,29/01/14,root vegetables
1939,02/02/14,rolls/buns
4852,11/02/14,brown bread
1173,18/04/14,rolls/buns
4232,10/06/14,whole milk
1870,15/07/14,whole milk
2683,04/04/14,beverages
2837,26/06/14,frozen dessert
4364,24/09/14,coffee
1842,03/11/14,root vegetables
2036,27/08/14,ice cream
1235,14/06/14,canned beer
1935,17/07/14,newspapers
3480,18/04/14,other vegetables
2881,06/03/14,domestic eggs
1237,16/10/14,beverages
1755,19/01/14,whole milk
4830,23/12/14,whole milk
2162,25/05/14,whole milk
1453,21/11/14,hygiene articles
2139,13/04/14,margarine
3987,31/08/14,ham
3027,14/10/14,fruit/vegetable juice
1241,11/01/14,whole milk
1018,15/04/14,beverages
1390,04/09/14,butter
1646,15/11/14,beverages
1053,10/12/14,other vegetables
1566,28/06/14,other vegetables
4390,15/11/14,margarine
4779,24/06/14,specialty chocolate
4294,22/07/14,rolls/buns
2939,02/11/14,bottled water
1465,26/09/14,pastry
1934,14/06/14,pip fruit
2946,14/09/14,cream cheese 
3643,26/09/14,male cosmetics
3722,01/08/14,syrup
4515,16/04/14,yogurt
4572,27/06/14,cat food
4398,17/08/14,curd
3369,24/01/14,specialty bar
1738,01/10/14,yogurt
1283,22/05/14,pork
1116,27/09/14,brown bread
4136,16/03/14,root vegetables
1066,15/05/14,whole milk
2234,13/04/14,newspapers
1509,09/07/14,butter milk
4985,31/05/14,whole milk
4989,11/08/14,rolls/buns
3482,24/07/14,brown bread
3220,02/01/14,canned beer
1594,28/05/14,specialty bar
4739,04/12/14,onions
2107,30/12/14,pip fruit
2543,18/11/14,softener
3652,15/11/14,frozen potato products
2164,05/02/14,whole milk
4420,27/10/14,coffee
1333,15/07/14,UHT-milk
1055,05/08/14,pork
2792,28/07/14,pastry
2139,10/02/14,other vegetables
4174,18/10/14,whole milk
1073,21/03/14,brown bread
3115,18/07/14,sugar
4243,15/01/14,napkins
2515,12/12/14,bottled water
4214,10/07/14,yogurt
4093,08/09/14,citrus fruit
1317,19/05/14,sausage
4061,03/05/14,whole milk
1087,11/12/14,coffee
4709,09/03/14,beef
3670,08/05/14,grapes
3713,22/01/14,tropical fruit
4897,14/09/14,hamburger meat
1361,07/12/14,whole milk
4939,17/09/14,margarine
4150,17/08/14,root vegetables
4368,20/02/14,salty snack
4933,28/11/14,UHT-milk
1160,04/02/14,yogurt
2330,08/10/14,whole milk
3945,25/01/14,pip fruit
1237,25/01/14,butter milk
4302,26/11/14,specialty bar
4020,01/12/14,whole milk
1084,18/04/14,pip fruit
1047,17/12/14,pip fruit
1574,04/03/14,white bread
4074,14/11/14,herbs
1955,22/06/14,soda
1622,24/06/14,whole milk
1267,15/05/14,butter
3253,26/06/14,whole milk
2332,16/01/14,rolls/buns
3181,25/04/14,pastry
4374,18/08/14,newspapers
4194,25/12/14,frozen vegetables
4098,12/09/14,tropical fruit
3808,28/03/14,whipped/sour cream
3014,20/12/14,tropical fruit
1094,11/03/14,whole milk
4349,29/01/14,rolls/buns
1557,10/12/14,domestic eggs
4213,28/04/14,other vegetables
2559,07/07/14,other vegetables
1312,13/12/14,hamburger meat
3426,21/10/14,hard cheese
1648,31/10/14,grapes
2617,16/11/14,ham
4297,04/08/14,margarine
2406,25/09/14,butter
3030,19/11/14,rolls/buns
2662,03/08/14,sausage
3835,25/04/14,soda
4633,13/02/14,onions
3970,02/11/14,berries
1723,02/09/14,citrus fruit
2893,02/11/14,hard cheese
4223,15/06/14,whole milk
2221,21/06/14,beef
1257,19/05/14,frozen dessert
3825,27/01/14,cream cheese 
2613,24/05/14,domestic eggs
3498,01/07/14,pip fruit
4258,24/06/14,sausage
3081,14/04/14,tropical fruit
3965,16/10/14,sausage
4850,26/03/14,red/blush wine
3437,25/04/14,soda
1573,20/04/14,tropical fruit
1169,02/05/14,soda
4987,27/07/14,rolls/buns
3011,16/08/14,whipped/sour cream
2522,26/05/14,pasta
