,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
738727,2000,4,10,3,2,2000-10-03,UA,19977,UA,N7271U,327,12339,1233902,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,815,810.0,-5.0,0.0,0.0,-1.0,0800-0859,10.0,820.0,934.0,13.0,948,947.0,-1.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,153.0,157.0,134.0,1.0,977.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689318,2009,3,8,18,2,2009-08-18,OH,20417,OH,N967CA,6657,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,11995,1199501,31995,GSO,"Greensboro/High Point, NC",NC,37.0,North Carolina,36,1125,1120.0,-5.0,0.0,0.0,-1.0,1100-1159,18.0,1138.0,1237.0,10.0,1241,1247.0,6.0,6.0,0.0,0.0,1200-1259,0.0,,0.0,76.0,87.0,59.0,1.0,330.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826677,2001,3,9,30,7,2001-09-30,TW,20211,TW,N979̩@,586,11003,1100302,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19.0,Iowa,61,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,1635,1628.0,-7.0,0.0,0.0,-1.0,1600-1659,8.0,1636.0,1715.0,22.0,1733,1737.0,4.0,4.0,0.0,0.0,1700-1759,0.0,,0.0,58.0,69.0,39.0,1.0,228.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667808,2007,2,5,18,5,2007-05-18,YV,20378,YV,N654BR,1003,13830,1383001,33830,OGG,"Kahului, HI",HI,15.0,Hawaii,2,12173,1217301,32134,HNL,"Honolulu, HI",HI,15.0,Hawaii,2,1030,1037.0,7.0,7.0,0.0,0.0,1000-1059,12.0,1049.0,1112.0,7.0,1102,1119.0,17.0,17.0,1.0,1.0,1100-1159,0.0,,0.0,32.0,42.0,23.0,1.0,100.0,1,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005505,2000,3,7,10,1,2000-07-10,AA,19805,AA,N479AA,714,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1100,1058.0,-2.0,0.0,0.0,-1.0,1100-1159,13.0,1111.0,1343.0,5.0,1410,1348.0,-22.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,190.0,170.0,152.0,1.0,1086.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303227,1996,1,3,31,7,1996-03-31,AA,19805,AA,N245AA,2275,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,16440,1644001,30423,AUS,"Austin, TX",TX,48.0,Texas,74,810,810.0,0.0,0.0,0.0,0.0,0800-0859,14.0,824.0,859.0,7.0,912,906.0,-6.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,62.0,56.0,35.0,1.0,183.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016003,2003,1,2,7,5,2003-02-07,MQ,20398,MQ,N648MQ,3831,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,13342,1334202,33342,MKE,"Milwaukee, WI",WI,55.0,Wisconsin,45,1102,1102.0,0.0,0.0,0.0,0.0,1100-1159,13.0,1115.0,1301.0,4.0,1320,1305.0,-15.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,138.0,123.0,106.0,1.0,853.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223990,1998,3,9,19,6,1998-09-19,US,20355,US,N422US,1609,13931,1393101,33667,ORF,"Norfolk, VA",VA,51.0,Virginia,38,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1822,1816.0,-6.0,0.0,0.0,-1.0,1800-1859,8.0,1824.0,1915.0,3.0,1930,1918.0,-12.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,68.0,62.0,51.0,1.0,290.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770823,2016,4,12,8,4,2016-12-08,DL,19790,DL,N623DL,1964,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12.0,Florida,33,1635,1636.0,1.0,1.0,0.0,0.0,1600-1659,15.0,1651.0,1734.0,4.0,1747,1738.0,-9.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,72.0,62.0,43.0,1.0,270.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5297,2012,4,12,3,1,2012-12-03,VX,21171,VX,N636VA,406,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,12478,1247802,31703,JFK,"New York, NY",NY,36.0,New York,22,1040,1038.0,-2.0,0.0,0.0,-1.0,1000-1059,11.0,1049.0,1851.0,10.0,1900,1901.0,1.0,1.0,0.0,0.0,1900-1959,0.0,,0.0,320.0,323.0,302.0,1.0,2475.0,10,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252341,1996,3,9,14,6,1996-09-14,UA,19977,UA,N429UA,675,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,13476,1347601,34922,MRY,"Monterey, CA",CA,6.0,California,91,2115,2115.0,0.0,0.0,0.0,0.0,2100-2159,14.0,2129.0,2147.0,3.0,2154,2150.0,-4.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,39.0,35.0,18.0,1.0,77.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816755,2006,4,10,8,7,2006-10-08,WN,19393,WN,N301SW,2597,13232,1323201,30977,MDW,"Chicago, IL",IL,17.0,Illinois,41,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1750,1812.0,22.0,22.0,1.0,1.0,1700-1759,19.0,1831.0,2023.0,7.0,2000,2030.0,30.0,30.0,1.0,2.0,2000-2059,0.0,,0.0,70.0,78.0,52.0,1.0,229.0,1,0.0,0.0,8.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410279,2001,1,2,24,6,2001-02-24,MQ,20398,MQ,-N906M,3617,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,14783,1478301,34783,SGF,"Springfield, MO",MO,29.0,Missouri,64,2103,2102.0,-1.0,0.0,0.0,-1.0,2100-2159,10.0,2112.0,2224.0,7.0,2248,2231.0,-17.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,105.0,89.0,72.0,1.0,364.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066723,1995,1,3,6,1,1995-03-06,AA,19805,AA,N505AA,240,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,0,2155.0,110.0,110.0,1.0,7.0,0001-0559,91.0,2326.0,310.0,5.0,0,315.0,186.0,186.0,1.0,12.0,0001-0559,0.0,,0.0,184.0,260.0,164.0,1.0,1389.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522348,2008,3,9,11,4,2008-09-11,OH,20417,OH,N716CA,6571,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,825,820.0,-5.0,0.0,0.0,-1.0,0800-0859,17.0,837.0,950.0,2.0,1000,952.0,-8.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,95.0,92.0,73.0,1.0,411.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786625,2015,3,7,7,2,2015-07-07,EV,20366,EV,N26549,5797,15412,1541202,35412,TYS,"Knoxville, TN",TN,47.0,Tennessee,54,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,728,731.0,3.0,3.0,0.0,0.0,0700-0759,12.0,743.0,924.0,15.0,930,939.0,9.0,9.0,0.0,0.0,0900-0959,0.0,,0.0,122.0,128.0,101.0,1.0,631.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078682,1991,3,8,28,3,1991-08-28,US,20355,US,,1547,15304,1530401,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,840,854.0,14.0,14.0,0.0,0.0,0800-0859,,,,,1015,1035.0,20.0,20.0,1.0,1.0,1000-1059,0.0,,0.0,95.0,101.0,,1.0,508.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242946,1991,4,10,31,4,1991-10-31,TW,20211,TW,,185,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,14831,1483101,32457,SJC,"San Jose, CA",CA,6.0,California,91,933,931.0,-2.0,0.0,0.0,-1.0,0900-0959,,,,,1208,1155.0,-13.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,275.0,264.0,,1.0,1716.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404773,2004,3,9,28,2,2004-09-28,CO,19704,CO,N14120,223,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,13495,1349501,33495,MSY,"New Orleans, LA",LA,22.0,Louisiana,72,1310,1311.0,1.0,1.0,0.0,0.0,1300-1359,14.0,1325.0,1409.0,5.0,1427,1414.0,-13.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,77.0,63.0,44.0,1.0,305.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309240,2016,1,1,22,5,2016-01-22,EV,20366,EV,N626AE,2800,15370,1537002,34653,TUL,"Tulsa, OK",OK,40.0,Oklahoma,73,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,938,928.0,-10.0,0.0,0.0,-1.0,0900-0959,8.0,936.0,1019.0,19.0,1056,1038.0,-18.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,78.0,70.0,43.0,1.0,237.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914768,2013,1,1,12,6,2013-01-12,EV,20366,EV,N11199,4221,10693,1069302,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,600,609.0,9.0,9.0,0.0,0.0,0600-0659,30.0,639.0,850.0,12.0,816,902.0,46.0,46.0,1.0,3.0,0800-0859,0.0,,0.0,136.0,173.0,131.0,1.0,657.0,3,9.0,0.0,37.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821556,2006,3,7,31,1,2006-07-31,OO,20304,OO,N982SW,6750,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,13244,1324401,33244,MEM,"Memphis, TN",TN,47.0,Tennessee,54,1850,1849.0,-1.0,0.0,0.0,-1.0,1800-1859,42.0,1931.0,2225.0,6.0,2203,2231.0,28.0,28.0,1.0,1.0,2200-2259,0.0,,0.0,133.0,162.0,114.0,1.0,872.0,4,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351747,2000,3,8,15,2,2000-08-15,NW,19386,NW,N8908E,1878,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,11066,1106601,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,1330,1349.0,19.0,19.0,1.0,1.0,1300-1359,21.0,1410.0,1445.0,5.0,1423,1450.0,27.0,27.0,1.0,1.0,1400-1459,0.0,,0.0,53.0,61.0,35.0,1.0,155.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611677,2017,2,4,19,3,2017-04-19,WN,19393,WN,N7874B,2501,11259,1125903,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,11481,1148102,31481,ECP,"Panama City, FL",FL,12.0,Florida,33,1120,1117.0,-3.0,0.0,0.0,-1.0,1100-1159,11.0,1128.0,1256.0,3.0,1305,1259.0,-6.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,105.0,102.0,88.0,1.0,674.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786272,2020,1,1,5,7,2020-01-05,DL,19790,DL,N347NB,1555,11433,1143302,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,2030,2033.0,3.0,3.0,0.0,0.0,2000-2059,35.0,2108.0,2143.0,8.0,2144,2151.0,7.0,7.0,0.0,0.0,2100-2159,0.0,,0.0,74.0,78.0,35.0,1.0,201.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169667,2000,4,12,21,4,2000-12-21,UA,19977,UA,N571UA,79,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1850,2115.0,145.0,145.0,1.0,9.0,1800-1859,33.0,2148.0,37.0,4.0,2217,41.0,144.0,144.0,1.0,9.0,2200-2259,0.0,,0.0,387.0,386.0,349.0,1.0,2565.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125762,2004,1,3,3,3,2004-03-03,CO,19704,CO,N13248,1235,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1200,1154.0,-6.0,0.0,0.0,-1.0,1200-1259,13.0,1207.0,1506.0,8.0,1521,1514.0,-7.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,321.0,320.0,299.0,1.0,2133.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819722,2008,2,5,6,2,2008-05-06,EV,20366,EV,N909EV,4765,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,10685,1068501,30685,BMI,"Bloomington/Normal, IL",IL,17.0,Illinois,41,2005,1959.0,-6.0,0.0,0.0,-1.0,2000-2059,16.0,2015.0,2033.0,5.0,2055,2038.0,-17.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,110.0,99.0,78.0,1.0,533.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580653,1991,3,7,3,3,1991-07-03,UA,19977,UA,,940,11292,1129201,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1230,1231.0,1.0,1.0,0.0,0.0,1200-1259,,,,,1556,1615.0,19.0,19.0,1.0,1.0,1500-1559,0.0,,0.0,146.0,164.0,,1.0,900.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494852,2010,3,9,28,2,2010-09-28,WN,19393,WN,N670SW,1038,12992,1299202,32600,LIT,"Little Rock, AR",AR,5.0,Arkansas,71,12191,1219101,31453,HOU,"Houston, TX",TX,48.0,Texas,74,1545,1557.0,12.0,12.0,0.0,0.0,1500-1559,6.0,1603.0,1702.0,4.0,1710,1706.0,-4.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,85.0,69.0,59.0,1.0,393.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639309,2000,4,12,28,4,2000-12-28,DL,19790,DL,N956DL,1139,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1410,1428.0,18.0,18.0,1.0,1.0,1400-1459,26.0,1454.0,1725.0,9.0,1704,1734.0,30.0,30.0,1.0,2.0,1700-1759,0.0,,0.0,114.0,126.0,91.0,1.0,606.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748925,2006,3,9,17,7,2006-09-17,WN,19393,WN,N388SW,2748,14570,1457001,34570,RNO,"Reno, NV",NV,32.0,Nevada,85,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1540,1600.0,20.0,20.0,1.0,1.0,1500-1559,6.0,1606.0,1703.0,4.0,1705,1707.0,2.0,2.0,0.0,0.0,1700-1759,0.0,,0.0,85.0,67.0,57.0,1.0,390.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021413,2006,3,9,24,7,2006-09-24,FL,20437,FL,N943AT,483,10821,1082103,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1739,1843.0,64.0,64.0,1.0,4.0,1700-1759,15.0,1858.0,2105.0,11.0,1953,2116.0,83.0,83.0,1.0,5.0,1900-1959,0.0,,0.0,194.0,213.0,187.0,1.0,1217.0,5,0.0,0.0,19.0,0.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837623,1996,1,3,14,4,1996-03-14,UA,19977,UA,N310UA,311,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,2125,2129.0,4.0,4.0,0.0,0.0,2100-2159,11.0,2140.0,2235.0,2.0,2244,2237.0,-7.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,79.0,68.0,55.0,1.0,390.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199415,2015,3,8,30,7,2015-08-30,EV,20366,EV,N197PQ,5297,12191,1219102,31453,HOU,"Houston, TX",TX,48.0,Texas,74,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,810,804.0,-6.0,0.0,0.0,-1.0,0800-0859,14.0,818.0,1050.0,10.0,1109,1100.0,-9.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,119.0,116.0,92.0,1.0,696.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692220,2005,1,1,21,5,2005-01-21,CO,19704,CO,N39343,205,13851,1385102,33851,OKC,"Oklahoma City, OK",OK,40.0,Oklahoma,73,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1635,1632.0,-3.0,0.0,0.0,-1.0,1600-1659,11.0,1643.0,1746.0,11.0,1801,1757.0,-4.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,86.0,85.0,63.0,1.0,395.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942716,1988,1,3,27,7,1988-03-27,UA,19977,UA,,154,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,2345,2344.0,-1.0,0.0,0.0,-1.0,2300-2359,,,,,513,513.0,0.0,0.0,0.0,0.0,0001-0559,0.0,,0.0,208.0,209.0,,1.0,1721.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89494,1998,4,11,17,2,1998-11-17,NW,19386,NW,N715RC,733,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,13871,1387101,33316,OMA,"Omaha, NE",NE,31.0,Nebraska,65,2035,2033.0,-2.0,0.0,0.0,-1.0,2000-2059,24.0,2057.0,2145.0,2.0,2146,2147.0,1.0,1.0,0.0,0.0,2100-2159,0.0,,0.0,71.0,74.0,48.0,1.0,282.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699558,1996,4,11,29,5,1996-11-29,CO,19704,CO,N14839,195,14683,1468301,33214,SAT,"San Antonio, TX",TX,48.0,Texas,74,12266,1226601,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1705,1701.0,-4.0,0.0,0.0,-1.0,1700-1759,11.0,1712.0,1746.0,7.0,1757,1753.0,-4.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,52.0,52.0,34.0,1.0,191.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455878,2007,4,12,18,2,2007-12-18,9E,20363,9E,80279E,5853,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,14574,1457401,34574,ROA,"Roanoke, VA",VA,51.0,Virginia,38,1406,1407.0,1.0,1.0,0.0,0.0,1400-1459,36.0,1443.0,1541.0,4.0,1540,1545.0,5.0,5.0,0.0,0.0,1500-1559,0.0,,0.0,94.0,98.0,58.0,1.0,382.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829520,1990,2,6,2,6,1990-06-02,CO,19704,CO,,1234,11292,1129201,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1100,1105.0,5.0,5.0,0.0,0.0,1100-1159,,,,,1710,1705.0,-5.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,250.0,240.0,,1.0,1766.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983291,2017,4,11,25,6,2017-11-25,DL,19790,DL,N835DN,2975,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,10397,1039706,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1045,1040.0,-5.0,0.0,0.0,-1.0,1000-1059,12.0,1052.0,1749.0,7.0,1833,1756.0,-37.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,288.0,256.0,237.0,1.0,2182.0,9,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683953,2018,1,1,14,7,2018-01-14,DL,19790,DL,N820DN,1586,10397,1039707,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,12953,1295304,31703,LGA,"New York, NY",NY,36.0,New York,22,1330,1329.0,-1.0,0.0,0.0,-1.0,1300-1359,8.0,1337.0,1508.0,6.0,1547,1514.0,-33.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,137.0,105.0,91.0,1.0,762.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313590,1999,1,2,2,2,1999-02-02,UA,19977,UA,N393UA,2401,14570,1457001,34570,RNO,"Reno, NV",NV,32.0,Nevada,85,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1855,1854.0,-1.0,0.0,0.0,-1.0,1800-1859,10.0,1904.0,1945.0,5.0,1958,1950.0,-8.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,63.0,56.0,41.0,1.0,192.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041950,1990,2,6,22,5,1990-06-22,AS,19930,AS,,101,14679,1467901,33570,SAN,"San Diego, CA",CA,6.0,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1015,1015.0,0.0,0.0,0.0,0.0,1000-1059,,,,,1100,1056.0,-4.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,45.0,41.0,,1.0,109.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395437,1992,1,2,15,6,1992-02-15,DL,19790,DL,,1036,10781,1078101,30781,BTR,"Baton Rouge, LA",LA,22.0,Louisiana,72,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,650,652.0,2.0,2.0,0.0,0.0,0600-0659,,,,,906,938.0,32.0,32.0,1.0,2.0,0900-0959,0.0,,0.0,76.0,106.0,,1.0,449.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664989,1987,4,10,22,4,1987-10-22,DL,19790,DL,,16,11298,1129801,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,630,630.0,0.0,0.0,0.0,0.0,0600-0659,,,,,923,918.0,-5.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,113.0,108.0,,1.0,731.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
